Card Name,Decks avec carte,Decks totaux analysés,% apparition dans les decks,Quantité totale,Présente comme commander dans X decks,Nombre de commanders concernés
Angel of Despair,4,25208,0.02%,4,0,2
Angel of Destiny,369,25208,1.46%,369,0,5
Angel of Finality,17,25208,0.07%,17,0,4
Angel of Flight Alabaster,1,25208,0.00%,1,0,1
Angel of Glory's Rise,1803,25208,7.15%,1804,0,4
Angel of Grace,2,25208,0.01%,2,0,2
Angel of Indemnity,23,25208,0.09%,23,0,3
Angel of Invention,64,25208,0.25%,64,0,5
Angel of Jubilation,38,25208,0.15%,38,0,3
Angel of Mercy,3,25208,0.01%,3,0,2
Angel of Renewal,2,25208,0.01%,2,0,2
Angel of Salvation,2,25208,0.01%,2,0,2
Angel of Sanctions,27,25208,0.11%,27,0,2
Angel of Serenity,41,25208,0.16%,41,0,5
Angel of Suffering,9,25208,0.04%,9,0,3
Angel of Unity,3,25208,0.01%,3,0,0
Angel of Vitality,12,25208,0.05%,12,0,3
Angel of the Dawn,10,25208,0.04%,10,0,2
Angel of the Dire Hour,14,25208,0.06%,14,0,5
Angel of the Ruins,54,25208,0.21%,54,0,5
Angel's Feather,8,25208,0.03%,8,0,4
Angel's Grace,97,25208,0.38%,97,0,6
Angel's Mercy,5,25208,0.02%,5,0,2
Angel's Trumpet,11,25208,0.04%,11,0,4
Angelfire Ignition,178,25208,0.71%,178,0,2
Angelheart Protector,30,25208,0.12%,30,0,3
Angelheart Vial,3,25208,0.01%,3,0,3
Angelic Aberration,2,25208,0.01%,2,0,1
Angelic Accord,19,25208,0.08%,19,0,4
Angelic Arbiter,17,25208,0.07%,17,0,6
Angelic Armaments,8,25208,0.03%,8,0,4
Angelic Ascension,13,25208,0.05%,13,0,4
Angelic Benediction,7,25208,0.03%,7,0,1
Angelic Chorus,10,25208,0.04%,10,0,4
Angelic Cub,1,25208,0.00%,1,0,1
Angelic Curator,2,25208,0.01%,2,0,1
Angelic Destiny,17,25208,0.07%,17,0,5
Angelic Exaltation,10,25208,0.04%,10,0,2
Angelic Favor,1,25208,0.00%,1,0,1
Angelic Field Marshal,18,25208,0.07%,18,0,3
Angelic Gift,44,25208,0.17%,44,0,5
Angelic Guardian,8,25208,0.03%,8,0,4
Angelic Intervention,45,25208,0.18%,45,0,4
Angelic Overseer,11,25208,0.04%,11,0,2
Angelic Page,3,25208,0.01%,3,0,2
Angelic Protector,1,25208,0.00%,1,0,1
Angelic Purge,8,25208,0.03%,8,0,2
Angelic Quartermaster,7,25208,0.03%,7,0,3
Angelic Renewal,16,25208,0.06%,16,0,4
Angelic Reward,1,25208,0.00%,1,0,1
Angelic Sell-Sword,17,25208,0.07%,17,0,2
Angelic Skirmisher,19,25208,0.08%,19,0,5
Angelic Wall,2,25208,0.01%,2,0,2
Angelsong,14,25208,0.06%,14,0,4
Anger,250,25208,0.99%,250,0,4
Anger of the Gods,28,25208,0.11%,28,0,4
Angler Turtle,2,25208,0.01%,2,0,2
Angrath's Ambusher,1,25208,0.00%,1,0,1
Angrath's Fury,1,25208,0.00%,1,0,1
Angrath's Marauders,34,25208,0.13%,34,0,4
Angrath's Rampage,10,25208,0.04%,10,0,1
"Angrath, Captain of Chaos",8,25208,0.03%,8,0,1
"Angrath, Minotaur Pirate",2,25208,0.01%,2,0,1
"Angrath, the Flame-Chained",5,25208,0.02%,5,0,1
"Anguirus, Armored Killer",6,25208,0.02%,6,0,3
Anguished Unmaking,702,25208,2.78%,702,0,2
"Anim Pakal, Thousandth Moon",20,25208,0.08%,20,0,3
Animal Boneyard,5,25208,0.02%,5,0,1
Animal Friend,1,25208,0.00%,1,0,1
Animal Sanctuary,3,25208,0.01%,3,0,2
"Animar, Soul of Elements",19,25208,0.08%,19,0,1
Animate Dead,916,25208,3.63%,917,0,5
Animation Module,42,25208,0.17%,42,0,6
Animist's Awakening,74,25208,0.29%,74,0,6
Animist's Might,20,25208,0.08%,20,0,5
Anje's Ravager,5,25208,0.02%,5,0,3
"Anje, Maid of Dishonor",1,25208,0.00%,1,0,1
Ankh of Mishra,6,25208,0.02%,6,0,3
Ankle Biter,4,25208,0.02%,4,0,2
Ankle Shanker,107,25208,0.42%,107,0,1
Annex,9,25208,0.04%,9,0,2
Annex Sentry,25,25208,0.10%,25,0,3
Annie Joins Up,45,25208,0.18%,45,0,1
Annihilate,4,25208,0.02%,4,0,3
Annihilating Fire,2,25208,0.01%,2,0,2
Annihilating Glare,12,25208,0.05%,12,0,4
Annoyed Altisaur,6,25208,0.02%,6,0,2
Annul,51,25208,0.20%,51,0,5
Anoint,1,25208,0.00%,1,0,1
Anoint with Affliction,1,25208,0.00%,1,0,1
Anointed Chorister,24,25208,0.10%,24,0,3
Anointed Deacon,1,25208,0.00%,1,0,1
Anointed Peacekeeper,35,25208,0.14%,35,0,3
Anointed Procession,352,25208,1.40%,353,0,6
Anointer Priest,22,25208,0.09%,22,0,4
Anointer of Champions,7,25208,0.03%,7,0,3
Anointer of Valor,22,25208,0.09%,22,0,1
Another Chance,12,25208,0.05%,12,0,3
Another Round,84,25208,0.33%,84,0,5
"Anowon, the Ruin Thief",13,25208,0.05%,13,0,2
Answer the Call,33,25208,0.13%,33,0,3
Answered Prayers,2,25208,0.01%,2,0,2
Ant Queen,55,25208,0.22%,55,0,3
Antagonism,1,25208,0.00%,1,0,1
Antagonize,8,25208,0.03%,8,0,3
Anthem of Champions,20,25208,0.08%,20,0,2
Anthem of Rakdos,1,25208,0.00%,1,0,0
Anthroplasm,1,25208,0.00%,1,0,1
Anticipate,48,25208,0.19%,48,0,5
Anticognition,48,25208,0.19%,48,0,4
Antique Collector,1,25208,0.00%,1,0,0
Antler Skulkin,2,25208,0.01%,2,0,2
Anurid Brushhopper,1,25208,0.00%,1,0,1
Anvil of Bogardan,13,25208,0.05%,13,0,6
"Anya, Merciless Angel",12,25208,0.05%,12,0,2
Anzrag's Rampage,7,25208,0.03%,7,0,3
"Ao, the Dawn Sky",10,25208,0.04%,10,0,4
Apex Altisaur,67,25208,0.27%,67,0,5
Apex Devastator,254,25208,1.01%,254,0,6
Apex of Power,5,25208,0.02%,5,0,2
"Aphelia, Viper Whisperer",1,25208,0.00%,1,0,1
"Aphemia, the Cacophony",1,25208,0.00%,1,0,1
Aphetto Alchemist,42,25208,0.17%,42,0,4
Aphetto Dredging,5,25208,0.02%,5,0,3
Aphetto Runecaster,1,25208,0.00%,1,0,1
Aphotic Wisps,10,25208,0.04%,10,0,4
Apocalypse,10,25208,0.04%,10,0,2
Apocalypse Demon,1,25208,0.00%,1,0,1
Apocalypse Runner,1,25208,0.00%,1,0,1
Apostle of Invasion,1,25208,0.00%,1,0,1
Apostle of Purifying Light,27,25208,0.11%,27,0,2
Apostle's Blessing,48,25208,0.19%,48,0,6
Apothecary Stomper,1,25208,0.00%,1,0,1
Apothecary White,44,25208,0.17%,44,0,2
Appeal //Authority,4,25208,0.02%,4,0,2
Appendage Amalgam,31,25208,0.12%,31,0,1
Appetite for Brains,2,25208,0.01%,2,0,2
Appetite for the Unnatural,10,25208,0.04%,10,0,5
"Apple of Eden, Isu Relic",5,25208,0.02%,5,0,3
Applejack,1,25208,0.00%,1,0,1
Applied Biomancy,2,25208,0.01%,2,0,2
Apprentice Necromancer,9,25208,0.04%,9,0,1
Apprentice Sharpshooter,37,25208,0.15%,37,0,1
Apprentice Sorcerer,1,25208,0.00%,1,0,1
Apprentice Wizard,19,25208,0.08%,19,0,3
Approach of the Second Sun,56,25208,0.22%,56,0,7
Aquamoeba,1,25208,0.00%,1,0,1
Aquastrand Spider,1,25208,0.00%,1,0,1
Aquatic Alchemist // Bubble Up,8,25208,0.03%,8,0,2
Aquatic Incursion,4,25208,0.02%,4,0,2
Aqueous Form,393,25208,1.56%,393,0,4
Aquitect's Will,1031,25208,4.09%,1031,0,2
Araba Mothrider,2,25208,0.01%,2,0,1
"Arabella, Abandoned Doll",1,25208,0.00%,1,0,1
Arachnoform,5,25208,0.02%,5,0,3
Arachnogenesis,279,25208,1.11%,279,0,6
Arachnoid Adaptation,27,25208,0.11%,27,0,4
Arachnus Web,1,25208,0.00%,1,0,1
"Aradesh, the Founder",9,25208,0.04%,9,0,3
"Aragorn and Arwen,Wed",840,25208,3.33%,840,0,2
"Aragorn, Company Leader",59,25208,0.23%,59,0,2
"Aragorn, Hornburg Hero",1,25208,0.00%,1,0,0
"Aragorn, King of Gondor",5,25208,0.02%,5,0,1
"Aragorn, the Uniter",13,25208,0.05%,13,0,1
"Arahbo, Roar of the World",1,25208,0.00%,1,0,1
"Arahbo, the First Fang",1,25208,0.00%,1,0,1
"Arashi, the Sky Asunder",1,25208,0.00%,1,0,1
Arashin Cleric,15,25208,0.06%,15,0,2
Arashin Foremost,51,25208,0.20%,51,0,2
Arashin Sunshield,3,25208,0.01%,3,0,1
Arasta of the Endless Web,459,25208,1.82%,459,0,5
Araumi of the Dead Tide,17,25208,0.07%,17,0,2
Arbaaz Mir,4,25208,0.02%,4,0,2
Arbiter of Knollridge,1,25208,0.00%,1,0,1
Arbiter of Woe,1,25208,0.00%,1,0,1
Arbiter of the Ideal,4,25208,0.02%,4,0,3
Arbor Adherent,9,25208,0.04%,9,0,1
Arbor Armament,8,25208,0.03%,8,0,3
Arbor Elf,2916,25208,11.57%,2916,0,6
Arborback Stomper,2,25208,0.01%,2,0,2
Arborea Pegasus,26,25208,0.10%,26,0,1
Arboreal Alliance,826,25208,3.28%,826,0,2
Arboreal Grazer,261,25208,1.04%,261,0,5
Arboria,6,25208,0.02%,6,0,3
Arc Blade,1,25208,0.00%,1,0,1
Arc Lightning,6,25208,0.02%,6,0,3
Arc Runner,1,25208,0.00%,1,0,1
Arc Spitter,3,25208,0.01%,3,0,1
Arc Trail,2,25208,0.01%,2,0,2
Arc-Slogger,1,25208,0.00%,1,0,1
Arcades Sabboth,1,25208,0.00%,1,0,1
Arcane Adaptation,214,25208,0.85%,214,0,4
Arcane Artisan,6,25208,0.02%,6,0,4
Arcane Denial,3133,25208,12.43%,3133,0,5
Arcane Encyclopedia,17,25208,0.07%,17,0,5
Arcane Endeavor,27,25208,0.11%,27,0,2
Arcane Epiphany,8,25208,0.03%,8,0,1
Arcane Flight,6,25208,0.02%,6,0,1
Arcane Heist,105,25208,0.42%,105,0,4
Arcane Investigator,5,25208,0.02%,5,0,3
Arcane Laboratory,29,25208,0.12%,29,0,5
Arcane Lighthouse,143,25208,0.57%,143,0,12
Arcane Melee,12,25208,0.05%,12,0,3
Arcane Proxy,5,25208,0.02%,5,0,4
Arcane Signet,16420,25208,65.14%,16420,0,13
Arcane Teachings,1,25208,0.00%,1,0,1
Arcanis the Omnipotent,51,25208,0.20%,51,0,5
Arcbond,96,25208,0.38%,96,0,3
Arcbound Bruiser,2,25208,0.01%,2,0,1
Arcbound Crusher,1,25208,0.00%,1,0,1
Arcbound Fiend,2,25208,0.01%,2,0,1
Arcbound Hybrid,2,25208,0.01%,2,0,1
Arcbound Javelineer,3,25208,0.01%,3,0,2
Arcbound Lancer,3,25208,0.01%,3,0,1
Arcbound Mouser,2,25208,0.01%,2,0,1
Arcbound Overseer,4,25208,0.02%,4,0,1
Arcbound Prototype,1,25208,0.00%,1,0,1
Arcbound Ravager,2,25208,0.01%,2,0,1
Arcbound Reclaimer,2,25208,0.01%,2,0,1
Arcbound Shikari,4,25208,0.02%,4,0,1
Arcbound Slasher,12,25208,0.05%,12,0,1
Arcbound Tracker,4,25208,0.02%,4,0,1
Arcbound Wanderer,1,25208,0.00%,1,0,1
Arcbound Whelp,3,25208,0.01%,3,0,1
Arcbound Worker,1,25208,0.00%,1,0,1
"Arcee,Sharpshooter",1,25208,0.00%,1,0,1
Arch of Orazca,118,25208,0.47%,118,0,12
Archaeological Dig,3,25208,0.01%,3,0,3
Archaeomancer,1119,25208,4.44%,1119,0,5
Archaeomancer's Map,183,25208,0.73%,183,0,6
Archangel Avacyn,36,25208,0.14%,36,0,3
Archangel Elspeth,41,25208,0.16%,41,0,4
Archangel of Strife,3,25208,0.01%,3,0,2
Archangel of Thune,84,25208,0.33%,84,0,6
Archangel of Tithes,31,25208,0.12%,31,0,4
Archangel of Wrath,1,25208,0.00%,1,0,0
Archdruid's Charm,804,25208,3.19%,804,0,6
"Archelos, Lagoon Mystic",218,25208,0.86%,218,0,1
Archetype of Aggression,176,25208,0.70%,176,0,3
Archetype of Courage,134,25208,0.53%,134,0,4
Archetype of Endurance,59,25208,0.23%,59,0,6
Archetype of Finality,13,25208,0.05%,13,0,5
Archetype of Imagination,100,25208,0.40%,100,0,4
Archfiend of Depravity,24,25208,0.10%,24,0,5
Archfiend of Despair,7,25208,0.03%,7,0,4
Archfiend of Ifnir,9,25208,0.04%,9,0,1
Archfiend of Sorrows,4,25208,0.02%,4,0,1
Archfiend of Spite,1,25208,0.00%,1,0,1
Archfiend's Vessel,178,25208,0.71%,178,0,1
Archipelagore,5,25208,0.02%,5,0,3
Architect of the Untamed,11,25208,0.04%,11,0,3
Architects of Will,4,25208,0.02%,4,0,1
Archive Dragon,3,25208,0.01%,3,0,2
Archive Trap,174,25208,0.69%,174,0,4
Archivist,9,25208,0.04%,9,0,2
Archivist of Gondor,4,25208,0.02%,4,0,3
Archivist of Oghma,565,25208,2.24%,565,0,6
Archmage Ascension,38,25208,0.15%,39,0,4
Archmage Emeritus,1731,25208,6.87%,1731,0,5
Archmage of Echoes,3,25208,0.01%,3,0,2
Archmage of Runes,540,25208,2.14%,540,0,2
Archmage's Charm,1545,25208,6.13%,1545,0,5
Archmage's Newt,26,25208,0.10%,26,0,1
Archon of Absolution,12,25208,0.05%,12,0,3
Archon of Coronation,10,25208,0.04%,10,0,3
Archon of Cruelty,25,25208,0.10%,25,0,4
Archon of Emeria,107,25208,0.42%,107,0,6
Archon of Falling Stars,1,25208,0.00%,1,0,1
Archon of Justice,1,25208,0.00%,1,0,1
Archon of Redemption,2,25208,0.01%,2,0,1
Archon of Sun's Grace,33,25208,0.13%,33,0,4
Archon of Valor's Reach,23,25208,0.09%,23,0,3
Archon of the Triumvirate,1,25208,0.00%,1,0,1
Archon of the Wild Rose,1,25208,0.00%,1,0,1
Archon's Glory,3,25208,0.01%,3,0,2
Archpriest of Iona,6,25208,0.02%,6,0,3
Archpriest of Shadows,18,25208,0.07%,18,0,3
Archway Commons,21,25208,0.08%,21,0,10
Archway of Innovation,98,25208,0.39%,98,0,5
Arco-Flagellant,1,25208,0.00%,1,0,1
Arctic Flats,14,25208,0.06%,14,0,2
Arctic Foxes,1,25208,0.00%,1,0,1
Arctic Treeline,384,25208,1.52%,384,0,3
Arcum's Astrolabe,12,25208,0.05%,12,0,7
Arcum's Whistle,2,25208,0.01%,2,0,2
Arcus Acolyte,175,25208,0.69%,175,0,2
"Ardenn, Intrepid Archaeologist",295,25208,1.17%,295,0,3
Ardent Electromancer,2,25208,0.01%,2,0,1
Ardent Elementalist,11,25208,0.04%,11,0,1
Ardent Plea,1,25208,0.00%,1,0,1
Ardenvale Paladin,3,25208,0.01%,3,0,1
Ardenvale Tactician // Dizzying Swoop,9,25208,0.04%,9,0,1
"Ardoz, Cobbler of War",233,25208,0.92%,233,0,3
Arena,17,25208,0.07%,17,0,7
Arena Athlete,1,25208,0.00%,1,0,1
Arena Rector,16,25208,0.06%,16,0,3
Arena of Glory,555,25208,2.20%,555,0,6
Arena of the Ancients,1,25208,0.00%,1,0,1
Arenson's Aura,1,25208,0.00%,1,0,1
Aretopolis,1,25208,0.00%,1,0,1
Argent Dais,6,25208,0.02%,6,0,5
Argentum Armor,121,25208,0.48%,121,0,6
Argivian Archaeologist,1,25208,0.00%,1,0,1
Argivian Avenger,2,25208,0.01%,2,0,2
Argivian Cavalier,3,25208,0.01%,3,0,1
Argivian Find,16,25208,0.06%,16,0,6
Argivian Phalanx,6,25208,0.02%,6,0,1
Argivian Restoration,5,25208,0.02%,5,0,2
"Argonath, Pillars of the Kings",248,25208,0.98%,248,0,5
"Argoth, Sanctum of Nature",107,25208,0.42%,107,0,6
Argothian Elder,94,25208,0.37%,94,0,5
Argothian Enchantress,11,25208,0.04%,11,0,4
Argothian Opportunist,1,25208,0.00%,1,0,1
Argothian Pixies,1,25208,0.00%,1,0,1
Argothian Sprite,1,25208,0.00%,1,0,1
Argothian Wurm,3,25208,0.01%,3,0,1
Arguel's Blood Fast,33,25208,0.13%,33,0,5
Arid Archway,155,25208,0.61%,155,0,13
Arid Mesa,1906,25208,7.56%,1906,0,9
"Arixmethes, Slumbering Isle",65,25208,0.26%,65,0,3
"Arlinn, Voice of the Pack",2,25208,0.01%,2,0,2
"Arlinn, the Pack's Hope",1,25208,0.00%,1,0,1
Arm the Cathars,7,25208,0.03%,7,0,1
Arm-Mounted Anchor,4,25208,0.02%,4,0,3
Armada Wurm,11,25208,0.04%,11,0,1
Armadillo Cloak,15,25208,0.06%,15,0,2
Armageddon,125,25208,0.50%,125,0,5
Armed Response,1,25208,0.00%,1,0,1
Armed and Armored,1,25208,0.00%,1,0,1
Armed with Proof,1,25208,0.00%,1,0,1
Armguard Familiar,2,25208,0.01%,2,0,2
Armillary Sphere,71,25208,0.28%,71,0,11
"Armix, Filigree Thrasher",3,25208,0.01%,3,0,2
Armor Sliver,1,25208,0.00%,1,0,1
Armor of Faith,3,25208,0.01%,3,0,2
Armor of Shadows,22,25208,0.09%,22,0,5
Armorcraft Judge,269,25208,1.07%,269,0,5
Armored Armadillo,1,25208,0.00%,1,0,1
Armored Ascension,22,25208,0.09%,22,0,3
Armored Cancrix,3,25208,0.01%,3,0,3
Armored Galleon,2,25208,0.01%,2,0,1
Armored Pegasus,10,25208,0.04%,10,0,1
Armored Scrapgorger,46,25208,0.18%,46,0,4
Armored Skyhunter,89,25208,0.35%,89,0,3
Armored Warhorse,370,25208,1.47%,370,0,1
Armored Wolf-Rider,1,25208,0.00%,1,0,1
Armory Automaton,9,25208,0.04%,9,0,2
Armory Paladin,8,25208,0.03%,8,0,2
Armory Veteran,11,25208,0.04%,11,0,1
Armory of Iroas,39,25208,0.15%,39,0,5
Arms Dealer,251,25208,1.00%,251,0,2
Arms Scavenger,2,25208,0.01%,2,0,0
Arms of Hadar,4,25208,0.02%,4,0,3
Army Ants,2,25208,0.01%,2,0,1
Army of Allah,1,25208,0.00%,1,0,1
Army of the Damned,11,25208,0.04%,11,0,2
Arni Brokenbrow,7,25208,0.03%,7,0,3
Arni Metalbrow,111,25208,0.44%,111,0,1
Arni Slays the Troll,2,25208,0.01%,2,0,1
Arno Dorian,2,25208,0.01%,2,0,1
"Aron, Benalia's Ruin",1,25208,0.00%,1,0,1
Arrest,12,25208,0.05%,12,0,4
Arrester's Admonition,2,25208,0.01%,2,0,2
Arrester's Zeal,3,25208,0.01%,3,0,2
Arrow Storm,5,25208,0.02%,5,0,2
Arrows of Justice,1,25208,0.00%,1,0,1
Arterial Alchemy,5,25208,0.02%,5,0,2
Artful Dodge,121,25208,0.48%,121,0,2
Artful Takedown,2,25208,0.01%,2,0,2
Artifact Blast,17,25208,0.07%,17,0,2
Artifact Mutation,4,25208,0.02%,4,0,1
Artificer Class,6,25208,0.02%,6,0,3
Artificer's Assistant,8,25208,0.03%,8,0,3
Artificer's Epiphany,6,25208,0.02%,6,0,3
Artificer's Hex,1,25208,0.00%,1,0,1
Artificial Evolution,6,25208,0.02%,6,0,1
Artillerize,3,25208,0.01%,3,0,1
Artillery Enthusiast,2,25208,0.01%,2,0,0
Artisan of Forms,2,25208,0.01%,2,0,1
Artisan of Kozilek,67,25208,0.27%,67,0,9
Artisan's Sorrow,6,25208,0.02%,6,0,3
Artist's Talent,3,25208,0.01%,3,0,2
Artistic Refusal,59,25208,0.23%,59,0,4
Arvad the Cursed,5,25208,0.02%,5,0,1
"Arvinox, the Mind Flail",634,25208,2.52%,634,0,2
Arwen Undómiel,773,25208,3.07%,773,0,2
Arwen's Gift,198,25208,0.79%,198,0,4
"Arwen, Mortal Queen",587,25208,2.33%,587,0,3
"Arwen, Weaver of Hope",1787,25208,7.09%,1787,0,5
As Foretold,154,25208,0.61%,154,0,5
Asari Captain,7,25208,0.03%,7,0,1
Ascend from Avernus,155,25208,0.61%,155,0,5
Ascendant Acolyte,82,25208,0.33%,82,0,3
Ascendant Packleader,3,25208,0.01%,3,0,2
Ascendant Spirit,3,25208,0.01%,3,0,1
Ascent of the Worthy,7,25208,0.03%,7,0,2
Asceticism,735,25208,2.92%,735,0,6
Ash Barrens,1718,25208,6.82%,1718,0,12
Ash Zealot,2,25208,0.01%,2,0,1
"Ash, Destined Survivor",4,25208,0.02%,4,0,1
"Ash, Party Crasher",1,25208,0.00%,1,0,1
Asha's Favor,7,25208,0.03%,7,0,4
"Ashaya, Soul of the Wild",1342,25208,5.32%,1342,0,6
Ashcloud Phoenix,1,25208,0.00%,1,0,1
Ashcoat of the Shadow Swarm,1,25208,0.00%,1,0,1
Ashen Monstrosity,1,25208,0.00%,1,0,1
Ashen Powder,11,25208,0.04%,11,0,1
Ashen Rider,8,25208,0.03%,8,0,2
Ashen-Skin Zubera,1,25208,0.00%,1,0,1
Ashes of the Abhorrent,12,25208,0.05%,12,0,6
Ashes of the Fallen,5,25208,0.02%,5,0,2
Ashes to Ashes,17,25208,0.07%,17,0,5
Ashiok's Adept,1,25208,0.00%,1,0,1
Ashiok's Erasure,2,25208,0.01%,2,0,1
Ashiok's Forerunner,6,25208,0.02%,6,0,1
"Ashiok, Dream Render",195,25208,0.77%,195,0,2
"Ashiok, Nightmare Muse",71,25208,0.28%,71,0,2
"Ashiok, Nightmare Weaver",32,25208,0.13%,32,0,1
"Ashiok, Sculptor of Fears",230,25208,0.91%,230,0,2
"Ashiok, Wicked Manipulator",1,25208,0.00%,1,0,1
Ashling the Pilgrim,2,25208,0.01%,2,0,2
Ashling's Prerogative,168,25208,0.67%,168,0,2
"Ashling, Flame Dancer",1,25208,0.00%,1,0,1
"Ashling, the Extinguisher",3,25208,0.01%,3,0,1
Ashnod's Altar,1611,25208,6.39%,1611,0,11
Ashnod's Harvester,1,25208,0.00%,1,0,1
Ashnod's Intervention,15,25208,0.06%,15,0,4
Ashnod's Transmogrant,2,25208,0.01%,2,0,1
"Ashnod, Flesh Mechanist",2,25208,0.01%,2,0,1
Asinine Antics,40,25208,0.16%,40,0,4
"Asmira, Holy Avenger",1,25208,0.00%,1,0,1
Asmodeus the Archfiend,4,25208,0.02%,4,0,2
Aspect of Gorgon,1,25208,0.00%,1,0,1
Aspect of Hydra,76,25208,0.30%,76,0,3
Aspect of Lamprey,2,25208,0.01%,2,0,2
Aspect of Manticore,1,25208,0.00%,1,0,1
Aspect of Mongoose,7,25208,0.03%,7,0,3
Aspirant's Ascent,5,25208,0.02%,5,0,1
Aspiring Champion,4,25208,0.02%,4,0,1
Assassin Den,2,25208,0.01%,2,0,1
Assassin Gauntlet,11,25208,0.04%,11,0,3
Assassin's Ink,5,25208,0.02%,5,0,2
Assassin's Trophy,3100,25208,12.30%,3100,0,2
Assassinate,3,25208,0.01%,3,0,2
Assault Intercessor,9,25208,0.04%,9,0,1
Assault Strobe,11,25208,0.04%,11,0,3
Assault Suit,306,25208,1.21%,306,0,3
Assault on Osgiliath,58,25208,0.23%,58,0,2
Assaultron Invader,18,25208,0.07%,18,0,5
Assemble from Parts,2,25208,0.01%,2,0,0
Assemble the Entmoot,29,25208,0.12%,29,0,4
Assemble the Legion,47,25208,0.19%,47,0,3
Assemble the Players,20,25208,0.08%,20,0,4
Assemble the Team,20,25208,0.08%,20,0,1
Assimilate Essence,18,25208,0.07%,18,0,4
Assimilation Aegis,6,25208,0.02%,6,0,1
Assure //Assemble,21,25208,0.08%,21,0,2
Astarion's Thirst,41,25208,0.16%,41,0,5
"Astarion, the Decadent",4,25208,0.02%,4,0,2
"Astor, Bearer of Blades",166,25208,0.66%,166,0,2
Astral Arena,2,25208,0.01%,2,0,2
Astral Confrontation,1,25208,0.00%,1,0,0
Astral Cornucopia,16,25208,0.06%,16,0,6
Astral Dragon,37,25208,0.15%,37,0,4
Astral Drift,8,25208,0.03%,8,0,2
Astral Slide,7,25208,0.03%,7,0,2
Astral Wingspan,4,25208,0.02%,4,0,2
Astrid Peth,3,25208,0.01%,3,0,3
Asylum Visitor,1,25208,0.00%,1,0,1
Atalan Jackal,3,25208,0.01%,3,0,1
"Atalya, Samite Master",6,25208,0.02%,6,0,3
Atarka Beastbreaker,1,25208,0.00%,1,0,1
Atarka Pummeler,1,25208,0.00%,1,0,1
Atarka's Command,5,25208,0.02%,5,0,1
"Atemsis,All-Seeing",20,25208,0.08%,20,0,2
"Athreos, God of Passage",107,25208,0.42%,107,0,2
"Athreos,Shroud-Veiled",71,25208,0.28%,71,0,2
"Atla Palani, Nest Tender",1,25208,0.00%,1,0,1
Atmosphere Surgeon,5,25208,0.02%,5,0,1
Atomize,11,25208,0.04%,11,0,2
Atraxa's Fall,130,25208,0.52%,130,0,3
Atraxa's Skitterfang,2,25208,0.01%,2,0,2
Atraxi Warden,1,25208,0.00%,1,0,1
"Atris, Oracle of Half-Truths",9,25208,0.04%,9,0,2
Atrocious Experiment,19,25208,0.08%,19,0,4
"Atsushi, the Blazing Sky",10,25208,0.04%,10,0,4
Attempted Murder,1,25208,0.00%,1,0,1
Attended Healer,89,25208,0.35%,89,0,2
Attended Knight,6,25208,0.02%,6,0,3
Attended Socialite,3,25208,0.01%,3,0,2
Attentive Sunscribe,1,25208,0.00%,1,0,1
Attrition,117,25208,0.46%,117,0,3
Attune with Aether,6,25208,0.02%,6,0,3
Atzocan Archer,6,25208,0.02%,6,0,1
Atzocan Seer,8,25208,0.03%,8,0,1
Audacious Thief,3,25208,0.01%,3,0,1
Audacity,14,25208,0.06%,14,0,3
Audience with Trostani,10,25208,0.04%,10,0,2
Auger Spree,1,25208,0.00%,1,0,1
Augmenter Pugilist,58,25208,0.23%,58,0,3
Augur of Autumn,1856,25208,7.36%,1856,0,6
Augur of Bolas,15,25208,0.06%,15,0,2
Augur of Skulls,2,25208,0.01%,2,0,1
Auguril-Vec,14,25208,0.06%,14,0,3
Augury Adept,1,25208,0.00%,1,0,1
Augury Owl,8,25208,0.03%,8,0,2
Augury Raven,1,25208,0.00%,1,0,1
"Auntie Blyte, Bad Influence",1,25208,0.00%,1,0,1
Auntie's Hovel,3,25208,0.01%,3,0,0
Auntie's Snitch,1,25208,0.00%,1,0,0
Aura Blast,11,25208,0.04%,11,0,4
Aura Finesse,1,25208,0.00%,1,0,1
Aura Flux,4,25208,0.02%,4,0,2
Aura Fracture,4,25208,0.02%,4,0,1
Aura Graft,4,25208,0.02%,4,0,2
Aura Mutation,179,25208,0.71%,179,0,2
Aura Shards,1309,25208,5.19%,1310,0,3
Aura Thief,9,25208,0.04%,9,0,4
Aura of Dominion,31,25208,0.12%,31,0,2
Aura of Silence,50,25208,0.20%,50,0,6
Auramancer,14,25208,0.06%,14,0,5
Auramancer's Guise,1,25208,0.00%,1,0,1
Auratouched Mage,4,25208,0.02%,4,0,1
Aurelia's Fury,11,25208,0.04%,11,0,3
Aurelia's Vindicator,6,25208,0.02%,6,0,2
"Aurelia, Exemplar of Justice",108,25208,0.43%,108,0,2
"Aurelia, the Law Above",102,25208,0.40%,102,0,2
"Aurelia, the Warleader",543,25208,2.15%,543,0,3
Auriok Bladewarden,5,25208,0.02%,5,0,1
Auriok Champion,148,25208,0.59%,148,0,4
Auriok Replica,5,25208,0.02%,5,0,1
Auriok Salvagers,9,25208,0.04%,9,0,4
Auriok Steelshaper,7,25208,0.03%,7,0,1
Auriok Survivors,1,25208,0.00%,1,0,1
Auriok Windwalker,11,25208,0.04%,11,0,2
"Auron, Venerated Guardian",1,25208,0.00%,1,0,1
Aurora Champion,2,25208,0.01%,2,0,2
Aurora Shifter,2,25208,0.01%,2,0,1
